id,text,label
81,"Yeh beyk waqt actress, singer, host, comedian and drama nigaar ke taur par pehchani jati hain",0
82,Inka har andaaz munfarid aur har roop judagana hai,0
83,"sanjeeda acting, comedy, parody, singing, hosting aur ab drama nigari",0
84,Inho ne har field mein apna loha manwaya hai,0
85,Jis se in ki do betiyan hain,0
86,Intehai masroof aur mashoor fankara hone ke bawajood inho ne aik biwi aur maa ka role pori zimmedari se adaa kiya,0
87,Bushra apni family se bohat ziyada attached hain aur fursat ka tamam waqt ghar walon ke sath he guzarti hain,0
88,"Career : Bushra Ansari sirf 9 saal ki umer mein he PTV ke children music show, Kalbon ki Mala ki regular performer ban gai thin",0
89, To Farooq Qiaser ne inhe apne show Kalliyan ke liye muntakhib kiya,0
90,Is ke ilawa wo show ke deegar roles ke liye bhi songs gaya karti thin,0
91,"Bunyadi taur par yeh bahon ka show tha, lekin ise har umar ke nazreen barhe shauq se dekha karte the",0
92,Bushra ne sab se pehle Iqbal Ansari ke aik drama mein acting ke johar dikhaey,0
93,Lekin Bushra ko sab se ziyada shohrat Anwar Maqsood ke show Shosha se mili,0
94,Jis mein bushra ne bijli ka role adaa kar ke meyla loot liya,0
95,Yeh character itna popular hua ke jab kabhi Bushra Ansari kisi show ke silsile mein beyron e mulk jati to in se bijli ka character karne ki farmaiysh ki jati,0
96,"Bushra Ansari ka aik aur aeham show Aangan Terha hai, jise Anwar Maqsood ne likha aur us mein inho ne Shakeel Siddiqui aur Saleem Nasir Marhoom ke hamrah yadgar performance di",0
97,Comedy shows ki bat ho to sab se pehle PTV ki tareekh ke maqbool tareen show Fifty Fifty ka naam zehan mein aata hai,0
98,is show ko maqboliyat ki bulandiyon tak pohnchane mein Jahan Ismail Tara aur Majid Jahangir ki lajawab performance ka dakhal tha to Bushra Ansari ne bhi apni parodies ke zariye is show ko kamiyab banane mein koi kasar na chori,0
99,inho ne chehre ke tasurrat aur body language ke zariye in roles mein jaan daal di,0
100,"Bushra Ansari ne har umer ke role adaa kiye hain, jin mein young, udherh aur old age sab he shamil hain",0
101,"Personality : Bushra Ansari ko sirf acting mein he malka hasil nahi, bal key eh aik shandar shakhsiyat ki bhi malik hain",0
102,Yeh guzishta 40 saal se mini screen par apni salahiyaton ke johar dikha rahi hain aur din ba din in ke har sitaron ki tadad mein izafa hota ja raha hai,0
103,kyun ke wo janti hain ke waqt ke sath sath apne kaam mein kya tabdeeli lai ja sakti hai,0
104,"dilchasp harkaat, dilkash personality aur khobsurat chehre ki malik Bushra Ansari har umar ke nazreen mein popular hain",0
105,Chand maah qabal inho ne Geo TV ke show Dolly ki Aaegi Baraat mein Saima Chaudhry ka role play kar ke is serial ko mazeed dilchasp bana diya,0
106,Yaar yeh be fitt ha.,0
107,Ap to hero ho  . Autograph do na 😂😂,0
108,Autograph milay ga ..zroooor milay ga,0
109,hahahaha ye acha hai :P,0
110,Apka zehr mjh pe b nae axr kry ga i hv antizehr of ur zehr 😒😊,0
111,HAahah...han zroor....yar mjhe acha lgta jb yeh ese post krte,0
112,Hahahaa...qasmay dil ki awaz h meri ye page :-D,0
113,aala :D :D,0
114,app k dil ki bhi. :),0
115,buht achi bat kahi he,0
116,uff yeh apki paakbaaz soch :'),0
117,Cara Jvd bilkul aisa hi kuch main apko b kehna chahti hn :D,0
118,Hahaha wah saen wah 😂😂😂,0
119,Baari ap to famous ho gai hain ♥,0
120,Hahaha... ye time ni nikal skta... u r too demanding girl,0
121,Khushi se hori hy itne likes dekh k,0
122,Ufff dono kis trha parri hain :D:D chalo na krwao :p,0
123,Akhir student kis k hnnnnn...😂😉😂,0
124,Ji bilkul paisaaa wasooool comments,0
125,aap tau millionaire ban jaen gee,0
126,"Pskistani jawano, lagatay raho imran khan k doz. aik din number one per aa jAo gay
Tabdeeli",0
127,Hahaha  tum to hurr jaghaa famous ho <3,0
128,caption khass ap ky liye :'D,0
129,Saas bahu ka rishta Nawaz Sharif r mamnoon Hussain ko bhi peeche chore de 😂😂😂,0
130,"Apnay kharchay khudd uthaa saknay wali independent aurat ko, jo bghair kisi py depend kiye aur bghair kisi ki faaltu bakwaas sunay, (k g mein tou boht azeem aadmi hun k o biwi, tumhara kharcha uthaa rha hun) izzat k sath zindagi guzaar rhi ho, ussay kehtay hain kaamyaab aurat.",0
131,Meri nazr me kamyab orath wo he Jo khud mehnat or himmat kr k apna career bnaye or peso k lie kisi mrd ki mohtaj na ho.,0
132,...talaash jaari rakhein aap aik din kamyaab aurat banein gi..😂😂😂,0
133,Inshallah hum dono kaamyaab rhen apne naik iraadon mein😂😂😍..tune tou shiad dhond liya😂😂🤔ya abhi bhi talaash jaari😂😑,0
134,Pta Ni Kahan hoty Hain aese kamyab mard 😁,0
135,Hehehehehe unmarried hona chahiye bs 😁,0
136,Oooppss to phle bolti na dash mjhe lga Meri pysri dost mere liye soch rhi hai 😂🤣 chal tu rakh Lena😁,0
137,kamiyab aurat bnna chahti hun meri sadgi dikh mai kya chahti hun 😂😂,0
138,Mai khud kamyab bnna chahti ho samw khwab hai hmare yad nae tme😂,0
139,Meri jesi kamiyabiyan na karna tum log... go for a mzeed rich bitch!! ✌🏻,0
140,mil jae ga dnt worry,0
141,Dekho wo hum ny reject krdia na ye b kaamyabi hi hoti hai😂,0
142,32k mn kia hoga yr xD,0
143,Abhi 5o party shoro hoi he,0
144,Jo wife ko apni pay k mutabiq kharcha krae wohi kamyab mard hy,0
145,Hahaha  kal ki debate k baad kamyab aurat ka award aap ko jata hai,0
146,Hahahaha shukria shukria,0
147,yani hum dono kamyab hain 🤣🤣,0
148,kyn k tu khud ek kamyab aurat hai lol apni mehnat se 🤣🤣,0
149,mere pas kamyaab maa hai. 😂😂😂😂,0
150,Yeh tou hai mard apni biwi ki kismat say hi kamaata hai,0
151,Hum hun gay kamyab aik din ,0
152,Mene dhoundh lia akhir 💃👫 😛😉♥️😍  I m lucky 😁🤫,0
153,hum honga kamyab aiek din🙈🙈😂😂,0
154,Allah Tallah hama b aisa hi banda da 😂😂😂😂,0
155,hum 2no e kamyab hain 😀😀😀😀,0
156,wo kya hai k meiny apny kharchy mukhtasir krny ka soch liya hai🤣,0
157,hum kaamiyab hein 😉,0
158,Jab dono khameeyab Haan tou Bari kushe ki bat ha jasy men khmeeyab mard,0
159,Allah khair kay ga,0
160,Alhamdulillah me kamyab aurat,0
161,bilkul sahi kaha,0
162,bhai app kamyab hain 😂😝,0
163,Although ham nay apny kharchay kam kr liay han hahahahahahah,0
164,MashaALLAH ALLAH pak sb k leay acha keray ameen,0
165,ameen han sana no extravagence,0
166,bt dil ko achi lgi.,0
167,Point pe hy puray 😋,0
168,ye hoti hai kamyabi 😂,0
169,"Koi ni, perfectly imperfct tou mil jye ga😉",0
170,Mil jaye ga .... Apna dhondh ln phir tmhry leay b 😉,0
171,"Haha acha chlo koshish krna dono bhai hon, aur bara vala mra🤣",0
172,Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,0
173,"Har pal har dum azam hmara
Sb sy perfct jo vo shakhs hmara😂😂😂😂",0
174,Lkn phr b roub tou bari ka hi hota😂,0
175,Yr wesy mil k sb ko set kr dyn gyn 😂,0
176,Ptq ni ab set krengy ya khud set hongy😔,0
177,Bs sai wa swery fir uni da hostel done ay :-D,0
178,Haha idea bura nai tha wesy chalo nxt sae 😎,0
179,"Xactly,cup apna,spoon apna... SAKOON APNA ....😜😛",0
180,Aisaaa hi hai...,0
181,tere lye bday gft mil gya😉,0
182,koi issue nai bhale mera cup use karen 🤣 beta meri bottle b har koi use karta hai,0
183,Pyar bharta h ase,0
184,Kiaa pata behna shareef ho,0
185,shareef hi hai,0
186,tm dost ho yar keh skti ho,0
187,me idhr b aisi hun apko islamabad ka shak pra rehta🤣,0
188,Alhumdulilah ghalazat to nhi hai 😈😯👊👊👊👊👊,0
189,hahahhaahaha me to kahin sa b maesna ni lgta .tumhain pta ni kaisay lgta,0
190,Hahah hum bi apko sharif hi smjta han jnb,0
191,Haha Haha haye mei war jaon🤣🤣🤣,0
192,tm mere kch kehne se pehle he smjh jatay ho sb,0
193,Woh to MASHA'ALLAH se meri qabliat Hai.. ,0
194,Aur masoomiyat bhi ,0
195,ye apke liye likha gaya hai ... area per square eench :P,0
196,Bhai main ek shareef insan hon :-P,0
197,yd h aik mohtrma hua krti ti shareeef tareeen bibi 😂😂😂,0
198,Haha...mtlb main shareef nazar aati hun...😜😁,0
199,Wyse main shareef hun b...😂😉,0
200,no galazaat,0
201,Wo to shukar hy aesi technology ai nh abhi😂😂,0
202,shreef bcha,0
203,hn hn bohot shreef,0
204,Bolti rahu but ma messani ni,0
205,bht saaaf or shareeef hun koi ghalazat nai 😂,0
206,wah wah kia soch pyi hy shahneez😂,0
207,dair aye pr drust aye 😂😂,0
208,hi rabi tu kitni famous hu gai,0
209,😀 meray shareef dost,0
210,Hell true :-/ waday tusi sharif hunh,0
211,Han koi shak ni,0
212,pyari baat,0
213,....ap k liay kuch khoobsurat batain😎🤗,0
214,Haha dafa karo aj kal ghlazat sy door he rehta hun :-D,0
215,Ap b shreef hain isi leye mn apko shareef lgi 😊😂😂😂😂,0
216,Sahi Kaha😂😂,0
217,Shabash khabeesni ..sahi boli aik dum !!,0
218,Aur tm safai se kr jati ho 👊🏻👊🏻😒,0
219,Saif tumhry kapry nusrat api pehan sakti hain...nhi na... tu phir...,0
220,Moqay py choka,0
221,Sb hi mazay k hain,0
222,aja pilati😝😝,0
223,Janeman sari chizaaay kehlaooo gi treat pr,0
224,Dabba Khali is liye ho ga kyun k tum kha chuki ho gi na 😂😂😂,0
225,Sharab pin gy wd sheesha 😂😂😂 sutty lgain gy jani sutty,0
226,ye ly or fkr na kr hm 7 7 hain,0
227,Peene wala bann aja.. tujhy sahi se coca cola pilaoga..,0
228,Buri bat achhy bchchy galiyan nhi dety,0
229,nhe tum itna taradud na kro bus aj ka mera bill tumhari taraf sa ma na sasta ma maaf kea😎,0
230,ap mahaan ho ap india chaly jao 🤣,0
231,anum tum kini pyari ho,0
232,Bas bas bhan itna pyar na do samhala nae jay ga😂😂😂,0
233,aray is se b ziada don gi ane to do😄,0
234,Achha krti ho,0
235,Sae kha,0
236,Allah ka shuakr hy ye tw hum per 😂,0
237,changi gal hy,0
238,hum girls hn isliye judge kr skti hn but as a psychologist nhe kr sktien...ajeeb bat h😂😂 mem ko btaen gy hum kr skti hn judge bcoz we r girls😈😝,0
239,tab main tumain btao ge na 😂 aur bhe maza ae ga,0
240,ya ya.. they have all rights to do that with out any regret 😂,0
241,Hahhahaha kesy hm apny points ko defend krty hy use hm BBA krny k bad bhi lawyer bn skty hy 🤣🤣🤣🤣🤣,0
242,wo to hm bne bnaye hain 😉 😂😂,0
243,Hehehe bs kbhi Gharoor nhi keya😂😂,0
244,"Hahaha ap Tu bhot ""masoom"" Hain 😂😂",0
245,Don't care :-D..judge kro hamen or saro :-\,0
246,"our ""Aja khedeye"" is zada cute 😂😂",0
247,Uper waly portion will always welcome them😂,0
248,Hahaha a jaoo yahe kam best haii ab 😂😂😂,0
249,Or check kr hamari predictions almost such b niklti then :D hahaha,0
250,Or baray achay say Yeh kaam hum anjaam detay hain😄😂,0
251,bs dehko urdu agye parhna :')😂😂❤,0
252,Hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl one😂😂😂😂,0
253,Tmara pasandeedaaa kam :-D,0
254,fav kaam hai hummara yaar.,0
255,hmri jugjmnt kaml ki ha nw 😛😂😂😂😂,0
256,Hahahaha bht hi enjoy karty thy hm gari me fiza k sath b ..,0
257,O haan fiza Hahha usy kdr bhool skty hahahha,0
258,Hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,0
259,"Tu jahan mein wahan, meri aziz:')",0
260,😂😂 men samjha ap ne likha h ao logon ko haj kratay hen lol,0
261,behtreen hogaya 😂😂😂,0
262,Jao ja k hajj kro,0
263,ajao yah hmara fvrt kam ha 😁,0
264,Hahaha hum to master hain is kaam mein 😂😂,0
265,ajao...ajj main mood main houn,0
266,Haa sahi gaalh aaah..,0
267,ao un k gunah kum krty hain 😂😂😂,0
268,Aur unhy pak krty hain😂😂,0
269,tbi wo white lgty hain 😂😂,0
270,Hmari tu prediction b sahe hoti hai,0
271,fiqr na faqaa aish kr kaka,0
272,"Jaani grand party hogi I am overexicted for your day😎😂❤
 Tu lagdi Lahore ki cause Tera Mohn chetaa hath kalay💁😂",0
273,Hahahah hawn kh dn gii😂 tm b mera taraf sy uncle aunty ko shukriya kh do😁,0
274,Hahahahah idea axhw h  api,0
275,Jizroor ..... Mei apne aunty  ka dilse Shukriya Ada krti huu 😂😂😂😂,0
276,anty ko thanksss bol...anty I love you😍 thanku so much😂,0
277,Mera to Salam bol pair chhuuuh anti ne mjhe Jo btya tha hahahahahahahahaha,0
278,yes of course i'm thankful to your parents namooni :* <3 <3,0
279,aunty ka bhot bhot shukriya krdena meri trf se,0
280,phupo ko thanks bolin meri trf sy bht bht 😂😂😂😂😂😂😂,0
281,Uncle anti ko dill ke gahriyoen sa thanks bolna mere traf sa 😍😂😂😂,0
282,aunty uncle ko yaad se thnku bolin meri taraf se 😉😂,0
283,aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),0
284,Woi naa khushaal gharanaaa hamra😂😍,0
285,bht shukria rna m apni dil diyan gallan kisko sunato😅,0
286,....mairi taraf sy uncle aunty ko thanks bolna,0
287,uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna 😂😂,0
288,Hahahah ok ok Aur meri taraf say be uncle aunty ko shukriya keh Dena 😂😛,0
289,apny apny ami abu ko mri trf sy shukria. Bl dy,0
290,Hahahaha meri trf se b uncle aunty ka dhanaywaad😝😝,0
291,Kancha item dia h inshort😂😂😂😂,0
292,meri zindagi k tum anmol namonay 😝,0
293,Hahaha dekha hamari importance 😉,0
294,Dekh lo beta hum namono k bagair tumahara guzara bhi nahi 😉,0
295,shukriya bht bht aapke parents ka k mujhe yeh gift diya unho ney 🎁🎁,0
296,thank u uncle anty 😘😘 warna mai incmplte rh jati 😅😅,0
297,shukr hy ye namoona peuda kya. Thanks to uncle aunty 😂😂😂,0
298,By itkhtyr qahqa laga h myra😂😂😂😂 tm b bst sy opr ho,0
299,Hahahahahahahahahahhaha haso haso wanjo kri krto😁😁,0
300,tmahari ammi abu ka shukrea tmhari birthday pe kea tha ada mene..  ab tmhari b aari birthday unka b krungi😚😚,0
301,apni mama ko zarur thanks keh dena from my side 😘😘😘 loveeee bohat cute ho tm,0
302,Aunty ko bhttt bhttt shukriya kehna,0
303,Hahahahaha bas bas is khushi Mai Kal dilpasnd ki meethai le aana,0
304,humy  k parents ka shukriya krna chahiye,0
305,uncle aunty ko meri trf se 21 topon ki salamiii....😂😂,0
306,aunty ko mri trf se thanku bol dena with kissy,0
307,Its a Great Pleasure😉😂,0
308,mn khudhh aungi specially,0
309,dill ki gehraion se dhanywaar 😂,0
310,.😂 Thanks boldenA meri taraf Se,0
311,thank u bol apne parents ko meri taraf se 😂,0
312,Hahah wai I owe a special thankyou party to uncle n aunty then 😜,0
313,"D ke la ma ta tag koli,BTW a big thankooo😘😘😍😂",0
314,Beshak 😂😂 kissi or k bas ka kaam nh ya 😂😂,0
315,Sana Butt Should i tag your mama? 😂,0
316,tum na paida hti to kya hta mra,0
317,mama ko zaroor thanks kahin 😂😂😂😂😂😂,0
318,k momy daddy apka thankyu 😜😜😜,0
319,Thank u mommy daddy 😂😂😂tu tau nawafil parh apne ami abu k liye #iykwim😆😉,0
320,Yeah cx they deserv .... akhir koi km karnama nae kia shukrany k nafanil ada krny hi chaheay 😜,0
321,meri taraf se bohat shukriya.. :p,0
322,aunty specaily ap ka bht shukriya😂😂,0
323,antiii ne bht naik kaam kiya 😅❤,0
324,I grateful to ur parents 😂😂,0
325,Thank you so much aunti 😁,0
326,Main tou fakhar kar rahi hun 😂,0
327,Alhamdulillah ❤,0
328,mai shukar guzar hn ami abu ki :-/,0
329,special mili hon bai mein touuu,0
330,thankyou bolna ami baba ko 😂😂😂😂😂,0
331,ama ko thanx kehna apni😂😜,0
332,Still u r my buddy 😘,0
333,", 😂 Aunty Fari ko shukria kehna 😂",0
334,tell Aunty bauhat shukria 🤣,0
335,Haha i love u so much meri jan,0
336,thanks to parents,0
337,thankew sooo mch anty 😁😁,0
338,Hahaha .... ma zaror karu g,0
339,Hahaha thk ha g zror krna,0
340,😁😁👍,0
341,phupho thanku ❤️,0
342,thank u JAAN G 😉😜,0
343,Uncle aunty ka shukriya ada karna :D :P,0
344,uncle aunty shukriya karna 😂😂,0
345,Lol same to your parents as well,0
346,bht hi na shukari ho waisay,0
347,hahahhaa shokhi,0
348,Shukriya shehzadi auntie,0
349,meri maa ko khushi honi🤣,0
350,Anyaa ye tm.ne kha tha mjhe😂😂😂❤💋,0
351,Lol,0
352,aunty ko shukria kehna :D,0
353,Okay 😂,0
354,yaar apne mamaki id btaaa,0
355,chor tujhe unki nazar mn girana nhi chahti 😉,0
356,:D :D bs dil se dil ko raah hoti hai :D,0
357,Hahahahaha wah,0
358,uncle ko tag kron.?,0
359,Tum kro or agla 1 ghanta bad face to face thanks krna aya ga,0
360,robina aunty ka shukria adda kr dun unhe add kr ke 😂,0
361,Heer Naqvi,0
362,Hassan Husnain,0
363,reply kia na,0
364,Mjhay nahi tag Kia 😑🤬,0
365,YE aunty ko dikha do Please :D,0
366,uncle aunty ka num de,0
367,Haniya Khan.,0
368,Hahaha😂,0
369,Aunty i love you ❤💛,0
370,Zaib Usman😂,0
371,Hadia kh,0
372,atiya nisar,0
373,Tmhari ami ko b 😂,0
374,Haha Razzaque bhai ko b😂😂😂😂,0
375,Me b cemnt agency walo ka bra shukrguzar ho hahahah,0
376,aunty bht bht shukriya😂😂♥️,0
377,Hahahhahah😂,0
378,Heheheh..:)),0
379,Tumhari ama ko na??,0
380,Tag them please! !!!😍😍,0
381,Hahahaha main is main tumhain tag karnay wali thi.. 😂😂😂😂😂,0
382,Jo chpairh wo maarain agay se uska kya??😯,0
383,Anty uncle ko kehna zra😉😁,0
384,You too :p,0
385,hate u,0
386,Seriously Ajoobaa 😜,0
387,thank you much...one of a kind hun afterall...:D:D,0
388,Lol namoona nai anmol 😍,0
389,😂😂😂 apni amma ko prha dena plx 😂😂😂,0
390,Lkn mea q,0
391,pass on the message 💜😂,0
392,"hahaha, ni ye meri traf sy anti ko dikhao😂😂",0
393,Tmra knsa muun ni ha😕,0
394,Inbox kr dn gi.,0
395,say my thanks to uncle and aunty 😍😘😂,0
396,Love you too my honey 😘😘,0
397,Hahahah,0
398,naughty girl,0
399,hahhahahahha me bhi bolti hn rk,0
400,hahhahahha thanks fakhira parveen aqal deny k liye,0
401,Heheee,0
402,Aunti add hi ni warna me unki shaan me qaseeday likhta 😭😂,0
403,Hahahaha shukria 😂😂😂,0
404,aunty ko shukarya krdena,0
405,Hahahaha,0
406,Hahahha,0
407,bus is main se ice cream hata do😂,0
408,miss those midnight snacks 😄,0
409,Exactly😂😂,0
410,I haven't eaten any pizza and burger from last two months and,0
411,"Ek hi baat hai
Mai kron ya ap...",0
412,Soch dekho hamari kitni milti hai 😉😂,0
413,Hahahaha,0
414,Kulsoom Qureshi,0
415,Motuuu mjhe bhi bhej mai bhi jag luga,0
416,😂my version of dieting😁😂,0
417,Ye tmhary wali diet 😂😂,0
418,Buahhahaa yeahhh,0
419,We aren't haddi shah we're smart 😊😏😏,0
420,That's what I do 😂😂😂,0
421,Sta kho sa khwata nakige 😜,0
422,Ri da,0
423,mc donaldzzzz 😝😝,0
424,Tu gym khaaaa????,0
425,Haha,0
426,Many Kb pochaaa,0
427,Uff esi diet,0
428,Yumna too bhi shamil hey,0
429,Pemra complain ki hum kuch friends ne....sirf tension na lein practicaly khud kuch krne se hi ho ga,0
430,Bilkul sahi kaha,0
431,G Bilqul aisy he hai... I agree with u...,0
432,Beshak,0
433,Bilkuk sahi kaha .faisal qureshi ka kush kadre bhater show ha .,0
434,ALLAHTAALA ! Ummat pe Reham Frmay..aor ye lodhi jesey khabees logon k sharre sey naai Nasal ko Apni hifaazat meyn rakhey..Aameen,0
435,Done. 👍 Thanks Urdu Safha’s Admin for such initiative.,0
436,Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi,0
437,Hum sab ko milkar Pakistan aur islami aqdaar ki hifazat Karni hay musalmaan hony ka farz ada krein,0
